ticker,rank,name,sector,ind,country,cur,P,mcap_usd,tracks,trackA_hits,trackB_hits,pe_ttm,pe_ntm,pe1,pe2,pe_norm,eps_norm,fpeg,peg2y,e_norm,rg1,rg2,ev_ebit_ttm,ev_ebit_norm,ev_ebit_hist_med,fcfy_norm,fcfy_ttm_sbc,roic,wacc,ke,rote_n,ptbv,om_ttm,om_avg,m_norm,cyc2,crit,v_bear,v_base,v_bull,v_pw,epv,mos,bear_dd,epv_ratio,growth_share,n_implied,dur_ev,n2,disp,rv1m_f2,rv3m_f2,r3m,r12m,nd_ebitda,sh_g,sbc_rev,A,B,C,D,E,F,G,H,total,grade,lens1,lens2,both,factor,excl,risk,dflag
HTHT,,H World Group Limited,Consumer Cyclical,Lodging,China,USD,42.78,13.4931,B,,"fPEG,CAGR+PE",16.4369,13.931,15.5076,13.4231,16.441,2.602,0.8971,0.8039,0.1733,0.0722,0.061,14.2685,14.2685,17.9482,0.0526,0.0837,0.1753,0.0844,0.0976,,,0.2878,0.1374,0.2878,중반,1,21.9756,35.8262,42.6766,34.0761,23.3063,-0.2035,-0.4863,0.5448,0.3161,12.0,6.0,7.0,0.1737,-0.0042,0.0052,0.0097,0.0905,2.0947,0.0037,0.0165,0,8,13.0,13,0,7,8,3,52.0,제외,False,False,False,,데이터 이상: 매출·시총 단위 불일치,,매출·시총 단위 불일치
STRL,274.0,"Sterling Infrastructure, Inc.",Industrials,Engineering & Construction,United States,USD,512.0,15.6613,B,,"fPEG,CAGR+PE,Compress,Rev>Px",32.1003,21.3851,25.5562,20.1605,34.048,15.0376,0.799,0.4052,0.2676,0.6487,0.1986,24.9138,24.9138,15.8679,0.0278,0.029,0.3843,0.1201,0.1216,,,0.1813,0.1076,0.1813,중반,1,164.4147,342.1487,558.936,351.912,132.7874,-0.3127,-0.6789,0.2594,0.6227,9.0,3.0,8.0,0.2126,0.0047,-0.0608,-0.3638,0.4966,-0.1822,0.0124,0.008,0,12,8.0,13,0,7,9,3,52.0,제외,False,True,False,,,매출채권·재고 급증,
MA,,Mastercard Incorporated,Financial Services,Credit Services,United States,USD,559.92,490.4955,,,CAGR+PE,29.8147,25.2381,28.0939,24.3181,30.4805,18.3698,1.6255,1.5441,0.1634,0.1363,0.1261,23.9867,24.3002,25.8388,0.0329,0.0313,0.9071,0.0864,0.0881,,,0.5984,0.5782,0.5906,중반,0,229.6397,407.9007,560.4549,401.474,205.5871,-0.283,-0.5899,0.3672,0.4879,7.0,6.0,38.0,0.0555,-0.0,0.011,0.122,-0.0092,0.5888,-0.0339,0.0175,0,4,13.0,15,0,7,10,3,52.0,제외,False,False,False,,,,
TALO,272.0,"Talos Energy, Inc.",Energy,Oil & Gas E&P,United States,USD,16.56,2.7649,B,,"fPEG,CAGR+PE",,10.8733,14.2871,9.9853,250.9268,0.066,0.2524,,0.4308,0.2665,0.0472,27.6002,19.7769,16.1535,0.0245,0.2781,0.0377,0.075,0.0826,,,0.0628,0.2257,0.0876,회복,1,1.812,6.3474,24.9854,9.8731,7.3598,-0.4038,-0.8906,0.4444,0.2546,26.0,2.0,8.0,1.4954,0.2461,,0.2432,0.6172,0.5093,-0.0413,0.0109,0,15,8.0,6,0,10,10,3,52.0,제외,False,True,False,,,,
V,,Visa Inc.,Financial Services,Credit Services,United States,USD,361.52,761.287,,,,28.2879,24.1493,27.3296,24.0944,31.9801,11.3045,1.7986,1.6801,0.1437,0.1439,0.11,26.4262,26.1567,23.3341,0.0303,0.0264,0.5349,0.0879,0.0889,,,0.6561,0.6709,0.6629,중반,0,136.553,235.6593,338.2712,236.5357,127.3652,-0.3457,-0.6223,0.3523,0.4615,11.0,6.0,40.0,0.0594,0.0006,0.0092,0.0752,0.0716,0.331,-0.0371,0.0207,0,4,13.0,15,0,7,10,3,52.0,제외,False,False,False,,,,
WRB,,W.R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,United States,USD,67.67,26.5134,,NetCash,,14.0979,13.953,13.8841,13.9788,14.2727,4.7412,,2.4329,0.0574,0.028,0.0383,0.3401,0.3454,0.7635,0.0682,0.1288,0.1998,0.0796,0.1,0.1998,2.7478,0.1701,0.165,,중반,0,39.367,57.4028,66.7737,55.2366,49.2088,-0.1837,-0.4182,0.7272,0.1091,,,18.0,0.1301,0.0022,0.0051,-0.0505,-0.1082,-10.301,-0.0214,0.0038,0,8,13.0,11,0,7,10,3,52.0,제외,False,False,False,,,,
FFIV,,"F5, Inc.",Technology,Software - Infrastructure,United States,USD,455.99,25.8214,,,,26.1013,25.2452,26.3099,25.2252,36.7819,12.3971,5.8707,3.6436,0.0693,0.0959,0.0764,29.6259,29.6259,18.3997,0.0243,0.0278,0.2805,0.0966,0.097,,,0.2496,0.1936,0.2496,중반,0,151.7575,212.3769,243.3214,204.9582,152.2225,-0.5505,-0.6672,0.3338,0.2573,26.0,5.0,13.0,0.0725,0.0,0.0219,0.1558,0.4036,-1.4738,-0.0161,0.0758,0,8,11.0,14,0,7,9,3,52.0,제외,False,False,False,,,매출채권·재고 급증,
TRV,,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,United States,USD,360.39,75.1684,,NetCash,,9.735,11.513,10.5799,11.9038,9.0144,39.9795,,2.422,0.0475,-0.0113,0.0303,-1.2741,-1.2741,-6.3943,0.1093,0.1467,0.2,0.0795,0.1,0.2,2.6158,0.2203,0.1108,,중반,1,220.4368,318.5,554.725,353.0405,275.5459,-0.0204,-0.3883,0.7646,0.2195,,,27.0,0.1639,0.0022,0.0601,0.1009,0.2975,-7.7526,-0.0685,0.0,0,8,13.0,11,0,7,10,3,52.0,제외,False,False,False,,,,
PCRX,,"Pacira BioSciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,United States,USD,24.63,0.9818,,vsHist,fPEG,9.4731,7.4805,8.5213,7.1552,23.0735,1.0675,0.3918,0.5354,0.1397,0.0385,0.0469,61.058,17.0158,26.1985,0.0286,0.1258,0.0178,0.0807,0.0926,,,0.0251,0.116,0.09,회복,1,0.0,21.8659,26.4157,17.5369,12.4615,-0.288,-1.0,0.5059,0.2894,16.0,5.0,9.0,0.2594,-0.0023,-0.0563,-0.0242,-0.0242,1.4679,-0.1135,0.075,0,15,10.0,4,0,10,10,3,52.0,제외,False,True,False,,,,
AMP,277.0,"Ameriprise Financial, Inc.",Financial Services,Asset Management,United States,USD,502.79,46.7092,A,"vsPeer,NetCash",fPEG,11.6846,10.001,10.8065,9.7311,11.909,42.2193,0.905,0.6815,0.1468,0.0929,0.0603,1.0729,1.092,-2.8847,0.0853,0.1684,0.2,0.0943,0.1001,0.2,7.3373,0.2759,0.2616,,중반,0,109.4871,159.5942,637.1716,266.4618,136.8589,-0.47,-0.7822,0.2722,0.4864,,,13.0,0.0726,0.0,0.0832,0.1104,0.007,-7.743,-0.0597,0.0103,0,8,13.0,11,0,7,10,3,52.0,제외,False,False,False,,,,
MKL,,Markel Group Inc.,Financial Services,Insurance - Property & Casualty,United States,USD,1741.87,21.5817,A,"P/TBV,NetCash",fPEG,15.503,16.155,18.5148,15.4234,9.4957,183.4376,0.806,45.8557,0.0035,0.029,-0.0022,4.7354,4.8531,3.8139,0.0955,0.0982,0.1551,0.0799,0.1,0.1551,1.4671,0.1899,0.1379,,중반,0,1473.5094,1853.6246,2086.9038,1816.9156,1841.8868,0.0431,-0.1541,1.0574,-0.0137,,,6.0,0.3871,0.0,-0.0723,-0.0928,-0.09,-1.8771,-0.0108,0.0,5,8,4.0,11,7,7,10,0,52.0,제외,True,False,False,,가치함정: 만성 저멀티플+무성장,,
CRGY,,Crescent Energy Company,Energy,Oil & Gas E&P,United States,USD,13.18,5.1851,A,"FCFy,EV/EBIT,vsHist",,6.3981,5.4852,5.2789,5.5662,7.4606,1.7666,,0.3733,-0.0516,0.3932,-0.0665,9.6957,8.5505,17.6357,0.1595,0.0722,0.0858,0.075,0.0936,,,0.2441,0.2768,0.2768,정점 근접,2,13.7898,20.3363,14.7657,17.307,20.7685,0.3131,0.0463,1.5758,-0.2,0.0,3.0,13.0,0.4434,0.1033,-0.0181,0.3024,0.349,2.2597,0.4824,0.0396,16,8,6.0,3,10,0,6,3,52.0,제외,True,False,False,,정점 근접,희석/SBC 과다,
MMYT,,MakeMyTrip Limited,Consumer Cyclical,Travel Services,India,USD,46.79,4.401,B,vsHist,"fPEG,CAGR+PE,Rev>Px",26.8908,20.9255,23.319,18.8481,137.0325,0.3415,0.8822,0.8003,0.2615,0.0545,0.1739,31.7963,31.7963,73.077,0.0231,0.0295,0.2021,0.1024,0.116,,,0.1501,0.0857,0.1501,중반,1,5.2102,28.3882,45.5858,26.8931,5.374,-0.4252,-0.8886,0.1149,0.8002,6.0,6.0,6.0,0.3252,0.0,0.1335,-0.1235,-0.5058,3.5288,-0.1627,0.0217,0,8,13.0,12,4,7,5,3,52.0,제외,False,False,False,,데이터 이상: 자본잠식,순부채/EBITDA>3x;매출채권·재고 급증,자본잠식
WHD,279.0,"Cactus, Inc. Class A Common Sto",Energy,Oil & Gas Equipment & Services,United States,USD,66.03,4.6045,B,vsPeer,"fPEG,CAGR+PE",22.3831,19.1759,22.3095,18.2233,17.1926,3.8406,0.8552,1.1941,0.1606,0.5848,0.0407,16.8977,12.4123,12.8255,0.0521,0.0646,0.2113,0.1068,0.1075,,,0.1865,0.2597,0.2539,회복,1,29.21,48.684,51.0865,44.4161,40.3847,-0.3273,-0.5576,0.6116,0.0908,26.0,3.0,7.0,0.3722,0.0057,0.0514,0.2696,0.5896,-0.9733,0.0194,0.0195,0,8,13.0,9,0,10,9,3,52.0,제외,False,False,False,,,매출채권·재고 급증,
MYRG,280.0,"MYR Group, Inc.",Industrials,Engineering & Construction,United States,USD,295.18,4.5957,B,,"CAGR+PE,Rev>Px",28.0057,21.1989,24.2249,20.2571,33.711,8.7562,1.0823,0.542,0.1959,0.1998,0.1547,20.4667,24.3981,19.9211,0.0258,0.0382,0.2425,0.1047,0.1055,,,0.0552,0.0286,0.0463,중반,0,92.6964,160.3598,236.1593,162.3938,89.8506,-0.4498,-0.686,0.3044,0.4467,13.0,6.0,6.0,0.1873,0.0956,0.1056,-0.3824,0.4862,-0.2461,0.01,0.0045,0,8,15.0,9,0,7,10,3,52.0,제외,False,False,False,,,,
KHC,270.0,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,United States,USD,23.79,28.2107,A,"FCFy,EV/EBIT",,9.8306,11.4508,11.6094,11.396,10.2774,2.3148,6.1155,,-0.1039,-0.0126,0.0023,10.5323,10.0553,11.0917,0.0909,0.1319,0.0638,0.0751,0.0826,,,0.1698,0.1917,0.1779,중반,1,19.6351,26.8802,26.2832,24.9197,25.5011,0.0475,-0.1746,1.0719,-0.0233,0.0,1.0,20.0,0.2156,-0.0022,-0.0011,0.0038,-0.0868,3.1409,0.0008,0.0038,5,8,6.0,7,10,7,6,3,52.0,제외,True,False,False,,,순부채/EBITDA>3x,
FVRR,,Fiverr International Ltd.,Communication Services,Internet Content & Information,Israel,USD,8.52,0.3063,A,"EV/EBIT,NetCash",,3.0982,6.0703,5.1442,6.5062,19.0845,0.4464,,,-0.3337,-0.1518,-0.1281,3.108,3.108,,0.0338,0.1527,0.0846,0.1287,0.1294,,,0.0451,-0.0737,0.0451,중반,2,9.4707,10.7327,9.9772,10.2283,10.3556,0.2005,0.1116,1.2154,-0.0124,0.0,4.0,7.0,0.7789,0.0,-0.3749,-0.2345,-0.663,-7.3752,-0.0251,0.0927,11,0,4.0,7,10,7,10,3,52.0,제외,True,False,False,,"가치함정: 매출 역성장 지속(컨센),컨센서스 급락",,
ONON,278.0,On Holding AG,Consumer Cyclical,Footwear & Accessories,Switzerland,USD,30.16,19.3007,B,vsHist,"fPEG,CAGR+PE,Rev>Px",17.7569,15.3724,17.495,14.7082,51.8297,0.5819,0.8113,0.339,0.1895,0.1649,0.1895,34.2585,39.6207,90.3906,0.0182,0.0224,0.311,0.1263,0.1288,,,0.1379,0.0871,0.1192,중반,1,6.452,19.9127,31.9282,19.5514,6.2214,-0.3517,-0.7861,0.2063,0.6818,7.0,6.0,23.0,0.2459,0.0064,-0.0202,-0.1864,-0.2899,-1.2216,-0.0187,0.0225,0,8,10.0,14,0,7,10,3,52.0,제외,False,False,False,,,,
ARQT,271.0,"Arcutis Biotherapeutics, Inc.",Healthcare,Biotechnology,United States,USD,26.38,3.585,B,,"fPEG,CAGR+PE,Compress,Rev>Px",125.619,23.814,61.3488,19.3971,222.3728,0.1186,0.1101,,2.1628,0.4288,0.2784,101.0298,101.0298,,0.0067,-0.0012,0.2814,0.1094,0.1113,,,0.0738,-28.8429,0.0738,중반,2,3.0885,15.632,30.8109,16.2909,2.7349,-0.3825,-0.8829,0.1037,0.8321,6.0,5.0,5.0,0.5294,0.0435,0.2071,-0.023,0.5014,-3.1967,0.0701,0.0939,0,15,11.0,9,0,7,7,3,52.0,제외,False,True,False,,,희석/SBC 과다;매출채권·재고 급증,
FRSH,,Freshworks Inc.,Technology,Software - Application,United States,USD,12.87,3.3581,,,fPEG,22.1897,16.3713,19.2178,15.5159,113.9322,0.113,0.6862,1.3523,0.1211,0.1505,0.1419,73.1335,73.1335,,0.0064,0.0277,0.1106,0.0925,0.0929,,,0.0413,-0.311,0.0413,중반,2,3.5162,6.9272,8.7632,6.5335,3.634,-0.4923,-0.7268,0.2824,0.4438,15.0,7.0,17.0,0.2411,-0.0045,0.0383,0.3066,0.0313,-9.966,-0.0728,0.1412,0,12,13.0,9,0,7,8,3,52.0,제외,False,True,False,,,희석/SBC 과다,
ONC,,BeOne Medicines Ltd.,Healthcare,Biotechnology,Switzerland,USD,365.0,41.2896,,,Compress,64.2606,38.0959,48.012,35.3766,65.894,5.5392,1.0666,0.3737,0.3572,0.2633,0.1436,40.4451,40.4451,,0.0159,0.019,0.5679,0.0817,0.0826,,,0.1506,-0.6348,0.1506,중반,2,122.4523,201.6295,272.6422,199.5884,109.8612,-0.4532,-0.6645,0.301,0.4496,13.0,5.0,17.0,0.8574,0.0033,0.062,0.3041,0.1194,-3.7142,0.0288,0.0857,0,8,11.0,13,0,7,10,3,52.0,제외,False,False,False,,,,
AAON,275.0,"AAON, Inc.",Industrials,Building Products & Equipment,United States,USD,82.36,6.7909,B,vsHist,"fPEG,CAGR+PE,Compress,Rev>Px",42.6736,25.8289,34.9476,23.5427,32.0553,2.5693,0.5332,0.4236,0.6098,0.5943,0.1753,33.691,26.2833,39.4428,0.0275,-0.0223,0.1229,0.1053,0.1086,,,0.1113,0.1705,0.1426,회복,0,13.7542,40.3765,57.2766,37.946,21.063,-0.5393,-0.833,0.2557,0.4449,15.0,4.0,6.0,0.2887,-0.0084,0.0627,-0.3504,-0.095,1.5359,0.0092,0.0103,0,12,13.0,4,0,10,10,3,52.0,제외,False,True,False,,,,
KLAC,283.0,KLA Corporation,Technology,Semiconductor Equipment & Materials,United States,USD,187.86,245.1585,B,,"Compress,Rev>Px",50.016,32.6939,34.4394,28.0163,53.6465,3.5018,1.426,0.9747,0.3354,0.3339,0.1823,43.529,43.529,27.3066,0.0187,0.0141,0.6332,0.1082,0.1095,,,0.4169,0.3879,0.4169,중반,1,39.9874,81.3671,131.1096,83.4578,33.1249,-0.5557,-0.7871,0.1763,0.6031,13.0,4.0,22.0,0.3189,0.0154,0.1175,-0.2444,0.7651,0.2063,-0.0093,0.0228,0,4,13.0,15,0,7,10,3,52.0,제외,False,False,False,,,,
RMD,,ResMed Inc.,Healthcare,Medical Instruments & Supplies,United States,USD,222.3,32.0673,,vsPeer,,19.9015,18.0023,18.402,16.8,21.1621,10.5047,1.8879,2.0365,0.0884,0.0279,0.0652,16.4656,16.4656,21.0951,0.0417,0.0475,0.255,0.0881,0.089,,,0.3376,0.2986,0.3376,중반,0,120.2381,178.2989,207.1601,170.999,123.6589,-0.2308,-0.4591,0.5563,0.2768,12.0,6.0,20.0,0.0726,-0.0007,0.0027,0.1099,-0.1775,-0.2989,-0.014,0.0185,0,4,13.0,15,0,7,10,3,52.0,제외,False,False,False,,,,
APH,,Amphenol Corporation,Technology,Electronic Components,United States,USD,82.19,202.6778,,,Rev>Px,38.1392,26.3895,30.7938,25.0557,41.5037,1.9803,1.1523,0.6572,0.229,0.5386,0.1839,31.6472,31.6472,25.9937,0.0218,0.0221,0.1872,0.0989,0.1034,,,0.2645,0.2096,0.2645,중반,1,18.0899,38.8493,58.9766,38.6913,15.8427,-0.5292,-0.7799,0.1928,0.5905,13.0,4.0,18.0,0.1951,0.0128,0.1538,0.004,0.3408,1.8221,0.0134,0.0055,0,8,13.0,11,0,7,10,3,52.0,제외,False,False,False,,,,
MGA,273.0,"Magna International, Inc.",Consumer Cyclical,Auto Parts,Canada,USD,63.73,17.049,AB,"FCFy,EV/EBIT","fPEG,CAGR+PE",9.4415,8.387,9.0533,8.1634,11.5016,5.541,0.7694,0.5015,0.1672,-0.0004,0.0122,9.4434,9.9342,10.0239,0.0682,0.1881,0.1044,0.1015,0.1212,,,0.0548,0.0462,0.0521,중반,0,34.4993,57.9957,65.907,54.0994,42.5716,-0.1511,-0.4587,0.668,0.2131,26.0,4.0,19.0,0.1185,0.0069,0.0267,-0.0129,0.367,1.1818,-0.0302,0.0,0,12,13.0,7,0,7,10,3,52.0,제외,False,True,False,,,,
HELE,269.0,Helen of Troy Limited,Consumer Defensive,Household & Personal Products,United States,USD,29.53,0.6878,A,"FCFy,EV/EBIT,vsHist",fPEG,8.9485,7.7217,8.22,7.3802,7.4408,3.9687,0.6786,1.2525,0.0617,0.0136,0.019,8.9962,8.0116,12.1501,0.1262,0.0835,0.0752,0.0866,0.1156,,,0.088,0.1214,0.0988,중반,1,17.9631,34.9125,34.9765,30.6912,34.5065,0.0393,-0.3917,1.1685,-0.1243,0.0,3.0,4.0,0.0525,-0.0152,-0.0033,0.0405,0.1608,3.5182,0.0354,0.0127,5,12,8.0,1,10,7,6,3,52.0,제외,True,False,False,,,순부채/EBITDA>3x,
HOG,281.0,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,United States,USD,25.98,2.7038,AC,"FCFy,EV/EBIT,vsPeer",fPEG,15.9387,16.1519,39.6484,13.2332,10.5655,2.459,0.0809,,-0.1596,0.0567,0.0383,14.6111,8.5004,11.5117,0.0627,-0.0612,0.0455,0.0796,0.1052,,,0.0503,0.1239,0.0864,회복,0,10.2023,28.216,28.3896,23.756,29.222,-0.0856,-0.6073,1.1248,-0.2301,0.0,2.0,15.0,0.815,0.0058,0.0615,0.0314,-0.0985,1.0668,-0.1116,0.0076,0,8,7.0,4,10,10,10,3,52.0,제외,True,False,False,,,,
BEN,,"Franklin Templeton, Inc.",Financial Services,Asset Management,United States,USD,32.71,16.6192,,,,11.6821,10.3034,11.3115,10.2855,18.2423,1.7931,1.0329,0.5233,0.0998,0.0005,0.0513,22.6803,22.6803,15.0165,0.0378,0.0022,0.2,0.087,0.1133,0.2,11.6831,0.1398,0.1849,,중반,0,3.9543,5.5497,18.7193,8.4433,4.9429,-0.7419,-0.8791,0.1511,0.4146,,,11.0,0.0943,0.0069,0.0639,-0.0151,0.4057,7.0548,-0.0033,0.021,0,8,15.0,9,0,7,10,3,52.0,제외,False,False,False,,,,
RAMP,284.0,"LiveRamp Holdings, Inc.",Technology,Software - Infrastructure,United States,USD,37.44,2.2762,B,vsHist,"fPEG,CAGR+PE",15.0968,11.8772,13.0226,10.8522,28.2241,1.3265,0.5939,0.5102,0.2328,0.0897,0.0993,18.0239,18.0239,76.6155,0.027,0.0534,0.1261,0.103,0.1038,,,0.1292,-0.0329,0.1292,중반,2,17.1654,26.8459,33.0264,25.9709,18.4368,-0.3063,-0.5415,0.4924,0.2901,17.0,7.0,2.0,0.0232,0.0759,0.055,-0.0069,0.33,-2.7941,-0.0732,0.0944,0,12,10.5,9,0,7,10,3,51.5,제외,False,True,False,,,,
OPRX,,OptimizeRx Corporation,Healthcare,Health Information Services,United States,USD,7.6,0.1432,,vsPeer,fPEG,,7.5094,8.5393,7.1868,28.8412,0.2635,0.399,21.0637,0.0036,-0.1171,0.114,12.2654,12.2654,,0.0333,0.0737,0.067,0.1105,0.1188,,,0.1145,-0.1698,0.1145,중반,2,3.151,6.498,7.1968,5.836,4.3134,-0.2321,-0.5854,0.5675,0.2609,4.0,6.0,4.0,0.539,-0.0316,0.0008,0.4844,-0.5953,-0.2955,-0.0121,0.0806,0,12,5.5,7,7,7,10,3,51.5,제외,False,False,False,,,,
KRP,,Kimbell Royalty Partners,Energy,Oil & Gas E&P,United States,USD,14.41,1.8518,,,Rev>Px,15.6937,13.8242,13.5093,13.9452,24.0746,0.5986,,0.6869,-0.0313,0.1642,0.0743,16.2739,16.5907,18.3236,0.0489,0.0953,0.2409,0.0837,0.0926,,,0.408,0.442,0.4002,중반,1,5.9598,10.1228,13.3458,9.8878,6.2152,-0.3138,-0.5864,0.4313,0.3714,26.0,4.0,3.0,0.1645,0.1742,0.1293,-0.025,0.0389,1.6491,-0.0329,0.0486,0,12,8.5,11,0,7,10,3,51.5,제외,False,False,False,,데이터 이상: 자본잠식,,자본잠식
AMG,,"Affiliated Managers Group, Inc.",Financial Services,Asset Management,United States,USD,366.17,9.4691,,,Rev>Px,11.4072,10.8909,9.9006,11.312,19.4816,18.7957,,0.9493,-0.1248,0.1933,0.085,21.1098,15.3723,8.1345,0.0542,0.0919,0.2,0.0902,0.1,0.2,3.1169,0.2517,0.349,,저점,0,187.9665,234.9581,265.8736,230.9391,234.9581,-0.3693,-0.4867,0.6417,-0.0174,,,2.0,0.0297,0.1469,0.2238,0.0707,0.5318,3.4941,-0.1433,0.0856,0,12,8.5,8,0,10,10,3,51.5,제외,False,False,False,,,,
AAMI,,Acadian Asset Management Inc.,Financial Services,Asset Management,United States,USD,91.51,3.2477,B,,"fPEG,CAGR+PE",20.5179,14.8398,17.0728,14.151,29.3565,3.1172,0.7187,0.3614,0.2065,0.409,0.1772,21.7347,20.7132,8.4432,0.0357,-0.0154,0.2,0.1013,0.1054,0.2,45.2957,0.2368,0.3063,,회복,1,3.0664,4.3965,40.8696,13.1822,3.833,-0.8559,-0.9665,0.0419,0.7092,,,3.0,0.0649,-0.0072,0.1042,0.2675,0.8698,1.1029,-0.0057,0.0,0,12,8.5,9,0,10,9,3,51.5,제외,False,True,False,,데이터 이상: 비지배지분 과다(Up-C 구조 등),매출채권·재고 급증,비지배지분 과다(Up-C 구조 등)
CRS,305.0,Carpenter Technology Corporatio,Industrials,Metal Fabrication,United States,USD,395.03,19.5771,B,,"CAGR+PE,Rev>Px",36.7128,28.298,29.5315,24.8754,36.8624,10.7163,1.5118,1.3171,0.2149,0.1149,0.1025,28.3279,28.3279,26.475,0.0251,0.0172,0.2236,0.1022,0.104,,,0.2247,0.121,0.2247,중반,1,104.2311,171.6323,217.1994,166.1738,105.632,-0.5793,-0.7361,0.2674,0.3643,26.0,6.0,5.0,0.0838,0.0459,0.0616,-0.3325,0.5748,0.3607,-0.0079,0.0085,0,4,15.0,12,0,7,10,3,51.0,제외,False,False,False,,,,
CNO,,"CNO Financial Group, Inc.",Financial Services,Insurance - Life,United States,USD,54.02,4.998,,NetCash,,10.6548,10.9554,11.5675,10.7438,14.1845,3.8084,1.4291,1.5881,0.069,-0.1048,0.0254,0.5143,0.4407,-17.8835,0.095,0.1352,0.1248,0.075,0.1,0.1248,1.9285,0.123,0.1963,,저점,0,27.9653,37.2719,42.9272,36.3591,34.9566,-0.3269,-0.4823,0.6471,0.0386,,,5.0,0.0696,0.017,0.0149,0.0286,0.3481,-5.2842,-0.0541,0.0,0,8,11.0,9,0,10,10,3,51.0,제외,False,False,False,,,,
FTDR,,"frontdoor, inc.",Consumer Cyclical,Personal Services,United States,USD,73.95,5.0947,,,,16.5436,14.6056,15.6953,14.2377,19.498,3.7927,1.4266,1.1509,0.1269,0.0509,0.0612,13.2792,13.2792,11.3965,0.0579,0.0683,0.3842,0.0998,0.1114,,,0.1979,0.1426,0.1979,중반,0,38.0083,60.1489,72.0237,57.5824,38.5734,-0.2213,-0.486,0.5216,0.3301,12.0,7.0,5.0,0.0943,0.0285,0.0334,-0.0104,0.1044,1.0681,-0.0682,0.0177,0,4,13.0,14,0,7,10,3,51.0,제외,False,False,False,,,,
CSV,289.0,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,United States,USD,31.72,0.5038,A,"FCFy,EV/EBIT",Rev>Px,10.1019,8.8887,9.3791,8.7191,9.9664,3.1827,1.1743,1.3418,0.0662,0.0421,0.0459,10.7376,11.0582,12.5867,0.1104,-0.0587,0.0888,0.0793,0.0993,,,0.2345,0.2148,0.2277,중반,0,18.3429,32.2886,37.6313,30.1378,22.1801,-0.0499,-0.4217,0.6992,0.264,2.0,6.0,5.0,0.044,-0.033,-0.033,-0.1883,-0.2968,4.4252,0.0121,0.0191,0,15,8.0,5,10,7,6,0,51.0,제외,False,False,False,,,순부채/EBITDA>3x,
BKH,,Black Hills Corporation,Utilities,Utilities - Regulated Gas,United States,USD,70.51,5.3766,,FCFy,,16.8282,15.5388,16.254,15.2884,19.1162,3.6885,2.4601,2.564,0.0606,0.1567,0.2046,17.8488,18.0796,18.0588,0.0696,-0.0591,0.0558,0.0787,0.0869,,,0.2388,0.2059,0.2357,중반,0,21.6352,68.3955,127.1952,71.4054,18.7652,0.0127,-0.6932,0.2661,0.7372,2.0,3.0,5.0,0.0282,0.0,0.0,-0.0727,0.1576,5.3103,0.0511,0.0054,5,15,11.0,2,7,7,4,0,51.0,제외,False,False,False,,,순부채/EBITDA>3x;희석/SBC 과다,
NXPI,297.0,NXP Semiconductors N.V.,Technology,Semiconductors,Netherlands,USD,235.44,59.3695,B,vsPeer,"fPEG,CAGR+PE,Rev>Px",17.9451,13.6316,15.6344,13.0113,23.5043,10.0169,0.6761,0.5732,0.2378,0.161,0.1132,18.7243,18.6592,17.557,0.0406,0.0373,0.1483,0.1102,0.1207,,,0.2733,0.2798,0.2743,중반,1,67.6723,134.9232,192.6093,132.532,72.3567,-0.4371,-0.7126,0.3073,0.454,17.0,3.0,26.0,0.2277,0.0,0.0265,-0.1501,0.0416,1.8289,0.0007,0.0328,0,12,13.0,6,0,7,10,3,51.0,제외,False,True,False,,,,
SAF.PA,,SAFRAN,Industrials,Aerospace & Defense,France,EUR,336.0,158.5405,,,,,27.3525,32.2578,25.8874,40.4269,8.3113,1.1115,0.8915,0.3068,0.1666,0.1027,29.9713,29.9713,21.268,0.022,0.0274,0.2668,0.0932,0.0948,,,0.1472,0.1391,0.1472,중반,1,95.9461,168.7037,217.1421,162.6239,93.0394,-0.516,-0.7144,0.2769,0.4279,23.0,5.0,19.0,0.2117,-0.0067,0.0545,0.0048,0.1294,-0.2639,,0.0035,0,8,9.0,14,0,7,10,3,51.0,제외,False,False,False,,,,
HQY,301.0,"HealthEquity, Inc.",Healthcare,Health Information Services,United States,USD,90.39,7.4766,A,"vsHist,vsPeer",CAGR+PE,20.3581,17.304,19.1347,16.4342,31.7494,2.847,1.0531,1.0025,0.1726,0.0785,0.077,23.0118,23.0118,51.5379,0.0301,0.0475,0.1021,0.079,0.0826,,,0.2613,0.1137,0.2613,중반,2,32.2009,65.9208,81.0831,61.2814,33.6286,-0.322,-0.6438,0.372,0.4512,12.0,6.0,14.0,0.1375,0.0097,0.0017,0.0218,-0.0636,1.4002,-0.0425,0.0597,0,8,13.0,10,0,7,10,3,51.0,제외,False,False,False,,,,
